mean_NSE,max_NSE,rollingonly_NSE,mean_KGE,max_KGE,min_KGE,rollingonly_KGE,best_BFI,sitenum,min_NSE
0.5843376408283623,0.2672031295194942,0.0610476656574494,0.7787948003231135,0.6389547778272942,0.7699095137035252,0.0789635887014755,0.6909547738693468,2423130,
0.8236338226806382,0.4832408909094258,0.1953363681288948,0.8773373053246387,0.769266082493138,0.8393422485128288,0.1260725414854124,0.2447236180904523,2423496,
0.7944014358869549,0.5139759864060434,0.1136327137541708,0.8545681685750003,0.7950139471987346,0.7923530609649002,0.197223868306434,0.6989949748743719,2455980,
0.8485863587305702,0.602394071505042,-0.0100249130770255,0.8775642917405758,0.8183479200386994,0.8212631619923314,0.0830167414298802,0.4738693467336684,2457595,
0.852854979592409,0.7609820918850021,0.2221533323838485,0.901564137607384,0.8802496793519903,0.8614521569192652,0.1847652286155211,0.5824120603015076,2458450,
0.6514226567074013,-0.3453177069611162,-1.193786680955334,0.7446603534263501,0.6147216117185403,0.619317714268047,0.0159989792051744,0.5623115577889448,10261500,
0.4143356741119085,-0.310623846489058,-1.3333265271927457,0.7081933518535921,0.3571715306774562,0.1722007044777265,-0.3292938664656415,0.642713567839196,10343500,
0.6048151459984035,-0.809470209951324,-0.6153511921097969,0.7910643971733895,0.5844653193997322,0.7781679758381446,-0.508004904380986,0.4979899497487438,11044000,
0.6917121047171535,-0.8176550412268715,-0.7510331131299788,0.8490885126319425,0.6058643697300234,0.775063143086845,-0.3689417695113866,0.5623115577889448,11074000,
0.7095942106262831,0.494665043450165,-0.1596572268781804,0.8116727799735193,0.7612572097944642,0.8305309803974732,-0.2306689983204561,0.4175879396984925,11176900,
0.5430896407318488,-0.3890600911892854,-1.0595856922853677,0.7342559770312754,0.5092356482095566,0.528660800800423,-0.0475570265915903,0.5462311557788945,11203580,
0.7316976932332371,-0.2748366289188158,-0.2818152470438921,0.8589024459524986,0.6158943104827176,0.7551585755300234,0.0789744721504872,0.3733668341708542,11204100,
0.879871885652707,0.2172832157084063,-0.2366479314204093,0.9180056311192836,0.6813430879055182,0.8075231924798519,-0.0407505350184487,0.3251256281407035,11261500,
0.7037670800452076,-0.2249547866122319,-0.5125792810398913,0.4218696716045675,0.3036627607453032,0.3950963055929322,0.1311785160373881,0.7834170854271357,11274538,
0.4552759962995267,-0.1565622088063289,-0.1640668864223018,0.7493196516270936,0.576598900226474,0.6451722994990677,0.1420383833193996,0.7311557788944724,11276600,
0.4120947542867857,-1.2957168432997417,-0.5001363167096171,0.7601241126324306,0.4633859536373803,0.6841061772434618,0.0391308341189661,0.5582914572864323,11303000,
0.325544036378563,-1.735774676156435,-1.367810120563187,0.6692306220443878,0.2987477467301859,0.5646925360252175,-0.0141030644210191,0.4979899497487438,11381500,
0.5706846790844574,-0.5993628179476054,-0.3483059114057758,0.754843693893888,0.4731197919904227,0.6777737379200486,0.0840547369667904,0.514070351758794,11383500,
0.1861480493287162,-0.7686655526190331,-0.8396259230107763,0.6587028419409497,0.4822348505332545,0.4914560589017851,0.069478659022612,0.5904522613065327,11390000,
0.7338717436822138,-0.8189760001268644,-0.2584782449638638,0.8745709617499346,0.5523298860343604,0.8359828723825554,-0.2077874224982887,0.670854271356784,11390500,
0.6598714203631167,-0.439955355465925,-0.3802774708644256,0.8033670473071276,0.492249132051714,0.7860922400816861,-0.1896027598741385,0.4819095477386935,11523000,
0.6826899471805737,-0.7895301425743755,-0.3955855164358433,0.8347373738445951,0.4088432114295359,0.7609880981620505,-0.0007373949588698,0.3613065326633166,11530000,
0.802975445962822,0.4390871666473918,-0.1438210556769872,0.8750904838513295,0.708851553879113,0.73738887363812,-0.0583188052339076,0.5462311557788945,6711565,
0.5183860604853688,-0.5794148032714586,-0.3236804257146337,0.7446540496854008,0.4364614832646524,0.5863415957873925,0.0805328769081635,0.6467336683417085,7099970,
0.8239472678922445,0.6501039070549892,-0.2781841209274303,0.8992428882376503,0.8209222779608868,0.6251880698882981,-0.1166455994310702,0.6105527638190955,7106000,
0.8742675288830152,0.6477770668177062,-0.2908508235193325,0.9016409925990436,0.8045059978177369,0.5021481368521528,-0.1541768567335764,0.5180904522613066,7106500,
0.7771155218930008,0.1809640472952692,-0.2410307471977284,0.8687516286588122,0.6440072570592406,0.6721508602454588,-0.037801697659469,0.6185929648241206,7109500,
0.8583291384156455,0.4546318054447229,-0.2466483010828577,0.8353500735733959,0.7144189443663944,0.6466412438455688,-0.1416639739852756,0.4376884422110553,7124000,
0.6948526165662556,-0.7856573160847122,-0.1818705431806129,0.7244650797158237,0.2621659106237171,0.7165083751910662,-0.0247913028726574,0.1,7130500,
0.7739295620902736,0.0427973963454557,-0.0971111858079332,0.8134022764733979,0.4442477305555923,0.6772006413199279,0.1214659770459035,0.550251256281407,9095500,
0.7833058051241848,0.4463014673143464,-0.1158032311912826,0.8421057400938419,0.6336111711009224,0.5379766482590911,0.0829277068466812,0.4939698492462312,9105000,
0.8005312858738165,0.1002155746207809,-0.0606769398778055,0.8235355770625017,0.5099334621451102,0.7171846859997032,0.2174520600090446,0.6185929648241206,9152500,
0.8180926122982803,0.0327398247628758,-0.0411714218973373,0.8524544642227873,0.456402045856719,0.7794523932998144,0.1637661568653141,0.5663316582914574,9163500,
0.8707115855563898,0.4457164579506024,-0.1991023882047309,0.888527064754554,0.59383311096101,0.8570940949958475,-0.1551531094306526,0.3613065326633166,9169500,
0.8400457520708118,0.6719317854139425,-0.0983544082305307,0.858715914744269,0.7718232045469084,0.7518413369698272,-0.0571805305522079,0.3452261306532663,9171100,
0.8012288260585316,0.048884637625908,-0.3824548780215842,0.782572615773553,0.3442018331215596,0.5379465168511104,-0.2235410675945131,0.2005025125628141,9371492,
0.7612253435008882,0.4059953157687039,-0.2412280955951007,0.86431210122181,0.5890450719095951,0.6665400258983037,-0.1418945381224818,0.4618090452261306,9371520,
0.7260215740641086,0.2386281512086244,-0.8109569402709083,0.8611319129858612,0.8121625290438109,0.8329495967222281,-0.6559309089394225,0.2889447236180905,2298202,
0.901335011924538,0.5080148665445954,0.1697861574571532,0.94333111462505,0.7863246647252782,0.8697902730121574,0.188163138119347,0.550251256281407,2203655,
0.8804526642231606,0.62538993342827,0.2021643422356037,0.8920295888627076,0.8156921468799803,0.8170477912693437,0.1924009920410659,0.4658291457286433,2203700,
0.8885135789259747,0.5523555688509398,0.2130309721005294,0.92314927167721,0.7927178049156107,0.8695368891498725,0.1746139476565903,0.477889447236181,2207120,
0.8765345269033702,0.4537817681271896,0.1335219573085416,0.9298046329440376,0.7795291573730813,0.8611352571888065,0.1889533291841825,0.6386934673366834,2207185,
0.8799683726246479,0.5252961998899537,0.1641461681702652,0.9117106667779064,0.8029477819084561,0.8555081445703793,0.2108433288933034,0.6346733668341709,2207385,
0.8752784207460247,0.5233020638045158,0.1682120252638246,0.9143463173182502,0.7952230782107303,0.8732207418616751,0.1828031188832247,0.578391959798995,2207400,
0.8943817123353244,0.530078521807766,0.1419343410908277,0.9319507158243844,0.7919843263445455,0.8483071104393896,0.1688260464301241,0.5542713567839197,2208150,
0.8212013327081015,0.3935352896651775,0.0795106598940226,0.8977830954730065,0.769954307156092,0.8112898836100965,0.2218398042195376,0.7150753768844221,2217274,
0.8782520933391832,0.4527215072999213,0.1368529364533103,0.9230646883781476,0.7764935071973214,0.8563534754742594,0.1938439474654437,0.6025125628140704,2218565,
0.8445378047404871,0.4914019070015811,0.0978281936172599,0.9191205095285988,0.7611675420001458,0.8250285253855316,0.1637493580015346,0.670854271356784,2330450,
0.8872561731771494,0.5372125339667229,0.1487843652703111,0.934107678384539,0.8025210604973263,0.8416542144569243,0.2129995784126159,0.6386934673366834,2334480,
0.8653828584955244,0.4428814900131065,0.1403378747271741,0.927163684318024,0.7776712166400163,0.8560016851289054,0.2294519094885836,0.6748743718592966,2334578,
0.8664142372710442,0.4267239656686524,0.1848306561317957,0.9262337759999214,0.7487256070930381,0.8943372372212859,0.1872451712008568,0.6185929648241206,2334885,
0.8832540396660942,0.52431619551136,0.1936034772178141,0.8850209257744627,0.7820321054201539,0.8390807234922908,0.194537954998593,0.5020100502512563,2335350,
0.8787237098097196,0.5104258509296518,0.206908333002928,0.8733457709086544,0.7724724655916666,0.837987117253565,0.2411395293594954,0.6185929648241206,2336030,
0.9094531992935228,0.560544814862838,0.2043012060274974,0.9271438940318294,0.7932820405817375,0.8740450856547447,0.1781989003017861,0.4296482412060302,2336120,
0.9086644926605898,0.5779576318808926,0.1871508703518468,0.9330675109303778,0.8006743840019888,0.8606326374985174,0.1757151339529286,0.4658291457286433,2336240,
0.910481351778461,0.6448744294576838,0.2159770600285949,0.9174910131108692,0.8186844528008238,0.8560992311933081,0.1693849765614878,0.3814070351758795,2336300,
0.908745042830565,0.5762636053894319,0.1946549097158001,0.93127606809637,0.7964598149027686,0.8746649089274905,0.1645062685075808,0.4095477386934674,2336360,
0.9094712248120448,0.5098474107348114,0.1805665015595517,0.9355952550798324,0.773892606091594,0.8764850714172114,0.1574043480534337,0.4336683417085427,2336410,
0.9166835788360074,0.5982954468085455,0.1578576888124035,0.9458212093736882,0.8033846808287483,0.8503285990732448,0.1384182570741624,0.4175879396984925,2336526,
0.9098562534963232,0.5286218494315329,0.1691557745793633,0.9303839988332366,0.7859623049014786,0.8653420452415597,0.1526644686392572,0.4658291457286433,2336728,
0.7794722935138362,0.38181766099303,0.2035065337955544,0.8725608428707252,0.7299598097942805,0.8387733262592085,0.2369960586640538,0.7512562814070353,2337170,
0.7858405499296927,0.4999323659143658,0.2593423928515854,0.8772331870085518,0.7602010919471208,0.8716911337722164,0.2013004397433356,0.6105527638190955,2397000,
0.4882930692137752,0.2384433356058759,0.1562210827694259,0.6575310509431318,0.5171378578930095,0.7144333640543881,0.3430198721773991,0.7793969849246232,12413370,
0.4641729816255008,0.2149656271873198,0.3006665535506275,0.7420428947210367,0.6064035689356366,0.6795811355596586,0.6592113856012801,0.9,12413445,
0.0980192674178226,-0.6076620359513212,-0.3685130801090936,0.360390277736803,0.0672389635326657,0.3451226752062248,-0.0668927828247942,0.6989949748743719,13340000,
0.6904394987404827,-0.2031034600352748,0.0518448213784685,0.8016533759727207,0.2422934934395118,0.7210281469111042,0.1692920222154121,0.357286432160804,13340600,
0.8505257529059747,0.7789596247490131,0.2752075529831892,0.8455628942431295,0.8381579195651885,0.8674407441722873,0.2963705641180771,0.642713567839196,3373980,
0.6592155732216914,0.6667587053009016,0.1365955541437016,0.7467108605891264,0.8021276095190525,0.747481954948328,0.2418578125203755,0.4417085427135678,5465500,
0.6895316037637153,0.5617024010103617,0.0366325529876673,0.8320568067073517,0.7539019696533192,0.7459527439839901,0.119699581210984,0.4537688442211055,7144780,
0.7935673355375858,0.6888663748403501,0.3072129968398702,0.7757902433498878,0.7848081044999173,0.7563085756542153,0.2987135132257111,0.3653266331658291,1095220,
0.8113807960111457,0.767862164824626,0.3013265159871247,0.7678943196332895,0.8078312431393565,0.7366391960041243,0.2956866942060119,0.2809045226130653,1095375,
0.6794083391828,0.6265655078496986,0.3190222369225223,0.8123539335137232,0.7971755567814212,0.814394220523839,0.3313347689664663,0.7311557788944724,1104430,
0.8712298277822639,0.7742383451488192,0.313892425972643,0.8744405880223127,0.8301960211549061,0.8922055627963015,0.2949281345871118,0.5341708542713568,1104460,
0.8138094699560287,0.66748820815209,0.3278575785679476,0.8822101906740298,0.8335216034973976,0.8740846492019143,0.403453259257342,0.7512562814070353,1104475,
0.5751402358053523,0.6117053956115255,0.2423768949657505,0.6677707634452388,0.7874461347377899,0.6868403228165283,0.479911057267841,0.8236180904522613,4043238,
0.5612421829782783,0.5489804130466592,0.2207221219615385,0.6851475257962047,0.7635504216636867,0.6889643759520729,0.4837138407413439,0.8195979899497488,4043244,
0.7741983473871805,0.780029286348764,0.2661223327879155,0.746368488333575,0.8301905831260451,0.7639380360957957,0.3210894341472122,0.6105527638190955,4121944,
0.6421920307638167,0.7344594566407685,0.3293763328289026,0.6751356427093895,0.859670360739522,0.6958446964047462,0.3477831807593579,0.6628140703517589,4121970,
0.7400451394992207,0.7996884553666941,0.2082879731636076,0.735271742864513,0.8697968523559332,0.7531014941354619,0.3376575983585104,0.7110552763819096,4124000,
0.6913401300310581,0.7931775088296978,0.2584353357511859,0.6991894544396104,0.8925966071396109,0.7103946133984369,0.3363373718327539,0.7190954773869347,4124200,
0.7026984372348286,0.6922109673878944,0.239104961359252,0.7563528340528156,0.7897439814162704,0.7527995447935476,0.4483971521621056,0.7954773869346734,4125460,
0.7167043421654133,0.8006018029797562,0.2516142887963039,0.7133825650479642,0.8870673932958679,0.7255805091090708,0.3251954440971002,0.6949748743718593,4125550,
0.6998960947779662,0.7764934475658184,0.181693334302771,0.6954106536651756,0.8534834333727834,0.7182738630861965,0.3141490524529048,0.7030150753768845,4136000,
0.6847859829360815,0.7700687622667945,0.1926969424874554,0.6889357985549885,0.8649723073371959,0.7013375654826337,0.276489149062065,0.6748743718592966,4136500,
0.6820630151884446,0.8103937502465921,0.1547181355372819,0.6727560624802147,0.8968808209304824,0.7163773724205235,0.2582004014792621,0.6748743718592966,4136900,
0.6410583717487399,0.7740747594610434,0.1487139709149859,0.6453695508338382,0.8792644563369768,0.6561184290425855,0.2399763970601233,0.6587939698492463,4137005,
0.6671025622467761,0.7987558561430583,0.2165058748149754,0.6470577218884797,0.8975814859950603,0.6568280782857311,0.2664538714432598,0.5984924623115578,4137500,
0.849707804267568,0.6855343847683715,0.272433997064847,0.8585233410107534,0.7780721638751624,0.8582295349841881,0.2996132788470548,0.3251256281407035,6894000,
0.6943724013715706,0.5226204935029997,0.1834160351032738,0.8181600315943266,0.6869308383707582,0.8253435520341799,0.24855319782407,0.5944723618090453,7061270,
0.5230187946731741,0.3438918245786948,-0.0820671772713841,0.66577628542542,0.5981050008042593,0.6727381926240694,-0.0024404797362842,0.7311557788944724,6041000,
0.7169004765522249,0.3574574971828351,-0.3088183777792381,0.7283580146080058,0.4812316804050726,0.7201360345058898,-0.1232799978966368,0.4055276381909548,6054500,
0.6628338068255317,0.4991856492024521,0.211339924161398,0.7711040330021552,0.6921707897984946,0.7889642567122939,0.3145375002045427,0.799497487437186,6066500,
0.5783404536400683,0.3902133443628267,-0.2400145397949953,0.7562056484870562,0.7007740164192022,0.6157919194910546,0.0626938565912494,0.7271356783919598,12323770,
0.6397850999276005,0.5329909133494106,0.0770914120843992,0.7817334737238189,0.675048116844291,0.7904048847188312,0.1824347180357638,0.6668341708542714,6465500,
0.5746696856672715,0.0098428697533067,-0.3959861868130991,0.7735994656193593,0.5568359911663969,0.6381160881346871,-0.3308662192089397,0.4015075376884423,10301500,
0.7656654145872929,-0.1024863760799825,-0.3006172404315677,0.8514785012875724,0.4921706788511502,0.677339916686666,-0.3471309618174154,0.514070351758794,10348200,
0.6015864856639601,0.2044297092044407,-0.2316958810553901,0.7975799668840393,0.6504498324724388,0.7756747881233561,-0.1095270854829275,0.5542713567839197,10351700,
0.7871928464165873,0.6985042938352386,0.2786738327667531,0.7934585572178698,0.7663187880198322,0.787543582114548,0.2664684634227876,0.1120603015075377,1388000,
0.8760906585511923,0.6426436800129411,0.315168607013964,0.9156341187187892,0.7300695377787549,0.900965914083111,0.2642149516013264,0.3331658291457287,1463500,
0.6502162649978271,0.3099214940423276,0.1379404295567576,0.7605494158073622,0.6583538681424224,0.7305710386202229,0.3883687459312019,0.8798994974874372,1466500,
0.7856157578091687,-0.6015109086086847,-0.281741899569405,0.8854218046835473,0.3999000639274022,0.8618137047868771,-0.0396476368778284,0.578391959798995,8317400,
0.8367837619515479,0.7871015979376508,0.4179820571901063,0.8593405984850173,0.881461681616896,0.8603270770148104,0.4096392908266479,0.6668341708542714,1362500,
0.6506965416319361,0.553743121268687,0.2997970046953414,0.792810242269167,0.7763124260190583,0.7908338716667882,0.4030509065063337,0.8075376884422111,1417500,
