KGE,NSE,sitenum,summer_params,winter_params,spring_params,fall_params,NSE_pyr,KGE_pyr
0.9186750003915662,0.8596125001236299,14316500,"[0.179687083, -0.000508783292, 9.35931071]","[0.124896042, 0.00029477719, 3.44369695]","[0.314112798, -0.000937034198, 6.56735167]","[0.291402698, 0.000122100163, 3.91527135]","[0.9314120771695877, 0.9384685664375397, 0.8966699755145504]","[0.9511102100445651, 0.9392220659178163, 0.8880940331663405]"
0.903069622614584,0.8451424894578499,14318000,"[0.410217598, -0.00538815374, 10.5855961]","[0.201775031, 0.000497135071, 4.26094361]","[0.450327795, -0.00295495451, 6.56562184]","[0.453442338, 0.000488713079, 4.17608944]","[0.9309495629362293, 0.9370857579364389, 0.8888205418414469]","[0.916070130622031, 0.9224452399694426, 0.8738851905937478]"
0.9006260933795104,0.8114460180867966,14319500,"[0.54199666, -9.78794708e-05, 8.87395472]","[0.24137089, 7.86454446e-05, 4.3586725]","[0.417919724, -0.000880482692, 10.895]","[0.545806585, -1.14255034e-06, 4.0177551]","[0.9104478805048606, 0.9398927331597164, 0.8439757816115087]","[0.9046735966279854, 0.924656826687931, 0.9185735607241896]"
0.8811531175053267,0.8161373812753466,14330000,"[0.252994645, 0.00106879885, 5.48452221]","[0.164574959, 0.000412279626, 2.07784851]","[0.364705385, -0.00142884702, 6.22600138]","[0.321074812, 0.000380333517, 2.15580441]","[0.9317052381975094, 0.9440697466996292, 0.8992811394794774]","[0.9465664785842307, 0.9526080344393463, 0.9169100497546905]"
0.9077748361810388,0.8393362260266056,14337600,"[0.0495647738, 0.000314424834, 10.260599]","[0.12848773, -5.67302624e-07, 4.84265681]","[0.221658375, -0.00047818684, 8.07300693]","[0.110658741, 7.50014817e-05, 5.74117822]","[0.9091919528510006, 0.9171263632422455, 0.9199938893775564]","[0.951291386772857, 0.887464178273993, 0.9102956581116268]"
0.906983032121652,0.8597729761769931,14338000,"[0.49544598, -0.02201729, 11.47680259]","[0.289907025, 0.00123080103, 3.7816605]","[0.54487088, -0.00716474, 7.00366066]","[0.644756069, 0.00120993436, 3.322317]","[0.9511439000013377, 0.9585984350399362, 0.9382770091660146]","[0.9649586454143224, 0.97413132037804, 0.9264105162413576]"
0.8692520694578014,0.8387605827159417,14339000,"[0.129512921, 7.83015084e-05, 10.6871261]","[0.241325313, 7.28333625e-05, 4.17334687]","[0.295312665, -0.000528144461, 8.21355247]","[0.228298565, 0.000161657976, 4.89365063]","[0.9345620005847761, 0.9519429838974994, 0.9489030185855863]","[0.9495334766796095, 0.9657346845317527, 0.9267930514873304]"
0.8782408805692761,0.7527353941423116,14362000,"[0.0379511055, -0.0024328355, 13.5305012]","[0.107201489, -0.000509792334, 4.94083418]","[0.224328041, -0.00231698006, 8.77607534]","[0.300018145, -0.000270316824, 6.82169804]","[0.8477134421157954, 0.8860404143969435, 0.7835506470058461]","[0.91631376999031, 0.9047538069009081, 0.8281421293637503]"
0.9081620407975158,0.8466103385590495,14366000,"[0.200693743, -0.00355153024, 13.260037]","[0.204656412, 3.04450647e-05, 4.6742167]","[0.383242197, -0.00209514965, 8.37493101]","[0.426098248, 0.000551416187, 5.0152403]","[0.8854731703196563, 0.9302072460506973, 0.8657931772178492]","[0.9341927532013041, 0.9294698097353433, 0.8418218569576226]"
0.912314632820218,0.8713730091931039,14369500,"[0.321116205, -0.00674121511, 14.4632065]","[0.278031327, 0.000184696526, 5.09178125]","[0.421443588, -0.00246410964, 9.46631257]","[0.490952881, 0.000235084694, 5.44932956]","[0.9078898376272926, 0.9482349356470782, 0.8447958359027181]","[0.9254037786619125, 0.9549480355314419, 0.8101976669599985]"
0.9069496362472368,0.8443602399267428,14372300,"[0.34546466, -8.04981949e-05, 12.9931018]","[0.205488995, 5.01080439e-05, 5.61882293]","[0.466168393, -0.000440977694, 10.1794343]","[0.60104803, 4.89628923e-05, 3.80979588]","[0.9217610601912654, 0.9444607069657596, 0.8990507709374299]","[0.9449373301770239, 0.9295706625403702, 0.8818669580667602]"
0.932609312612237,0.8997677988453266,1427510,"[0.552999392, -0.00015720112, 10.3611259]","[0.261389826, 2.08163729e-06, 2.33533383]","[0.702052108, -0.000485258047, 7.11559161]","[0.630737712, 7.86964192e-05, 4.0199769]","[0.9605099541441847, 0.9643618716803253, 0.9280032076820006]","[0.9428447220503359, 0.9381979524464888, 0.8750602194304742]"
0.9279756396814524,0.871119973598747,1429000,"[0.225936737, -0.00295198773, 17.303935]","[0.0178871805, -0.00147025263, 2.65387756]","[0.651257172, -0.00317724506, 5.20789158]","[0.585563767, -0.00581583022, 7.36303949]","[0.9348530359866749, 0.9261884381543768, 0.9244653970987572]","[0.9487515316402365, 0.943829467939472, 0.9577913849395385]"
0.8984064145577537,0.8570181724461488,1447800,"[0.192313193, 3.34843598e-05, 16.5025951]","[0.120026581, 0.000379192913, 1.93141094]","[0.558754517, -0.000258274454, 5.21345816]","[0.610266757, 0.000166605228, 5.20419192]","[0.927956645771689, 0.9155566375357981, 0.9019912638511257]","[0.9113236111496013, 0.8981805307517917, 0.9139447352384389]"
0.925633489995163,0.883257819746575,1449360,"[0.334973169, -0.00330162043, 10.9575512]","[0.2611528, 0.00390711, 3.46650577]","[0.474965295, -0.00207907817, 6.30792194]","[0.542894543, 0.00224717933, 5.15490533]","[0.9593887942453199, 0.9445854733251274, 0.9139214916551104]","[0.9625795426944426, 0.9419442857388035, 0.8943135935672776]"
0.885265173801101,0.7845017084524089,1480400,"[0.26170622, 0.07235666, 13.13403775]","[0.25524023, 0.00572771, 3.83682138]","[0.44450507, 0.00920815, 8.200121]","[0.62627058, 0.01463756, 5.15854089]","[0.8844514494602485, 0.9270633396510104, 0.863725004647687]","[0.8389402619866256, 0.9555025486932092, 0.7915137417086558]"
0.919929855439742,0.8971072615371961,1480500,"[0.56689132, 0.000624196548, 8.53763147]","[0.462016207, 0.000902916667, 3.66617341]","[0.573928466, -0.00176787304, 7.35859469]","[0.661041417, 0.00182271539, 4.0430712]","[0.9758109942714581, 0.9700856745617096, 0.9436438643818134]","[0.9707905182458733, 0.9366597415311856, 0.9200281637199954]"
0.9535353669357316,0.912724034260534,1480617,"[0.54184036, -0.000532620779, 9.65120042]","[0.297527587, -0.000180846557, 5.21658988]","[0.578922323, -0.00209758834, 7.2900991]","[0.573174574, 0.000528393857, 5.78566649]","[0.9650332284547937, 0.9698505074673514, 0.9527069247017274]","[0.920175319217347, 0.9474117578596356, 0.9706206422769033]"
0.9408561300177402,0.901036493412806,1480870,"[0.554585301, -0.000246079979, 9.23071096]","[0.288217002, -0.00152344267, 5.80825363]","[0.592082112, -0.00188656643, 7.12775189]","[0.556201371, -0.000255730695, 5.8834672]","[0.9633540565829898, 0.9722324586811134, 0.954382733926731]","[0.9077080232098274, 0.9502098129059435, 0.9755960205330072]"
0.941788260881615,0.8981946533568379,1481000,"[0.618763605, -0.000297570512, 8.25049639]","[0.333970456, 0.000192287857, 4.64056614]","[0.625127558, -0.000710065269, 6.79715918]","[0.579077101, 7.11846678e-05, 4.85371514]","[0.9613579032341031, 0.9705058356385545, 0.9523875279736966]","[0.902748767381581, 0.9559989412189811, 0.9614523815766495]"
0.8807038009630901,0.8085735482186885,3081000,"[-0.261041801, -0.000102370757, 22.1349832]","[0.124111648, -4.1173906e-05, 3.21439871]","[0.335613885, -9.42883739e-06, 4.05537521]","[0.523653044, -0.000722338011, 9.70511286]","[0.8814583082205604, 0.9084047717500012, 0.803427570812001]","[0.9233356892888236, 0.8877868763013845, 0.771998270936625]"
0.8214852284510271,0.6666083430850276,2110704,"[0.632398903, -0.00050561516, 11.4264069]","[0.350116786, -0.000420188917, 8.18957463]","[0.625807845, -0.00183114291, 10.9329938]","[0.502564175, -0.000674353788, 9.32593228]","[0.9279358550543947, 0.9471202421197299, 0.703597139066906]","[0.9377227687947133, 0.9627468491071289, 0.8466028963239887]"
0.8509167910821209,0.8446187393948208,2148315,"[0.510329235, -1.1190276e-05, 15.3894329]","[0.331676897, -9.87216969e-05, 7.2147938]","[0.735600429, -0.000364995422, 8.26629831]","[0.547746349, -0.000339103381, 9.61011501]","[0.9539380794600502, 0.9569530644631637, 0.9307369652800956]","[0.9453759733559188, 0.9705125505420571, 0.9651982487493057]"
0.8835644982351414,0.8245751509159512,2156500,"[0.627547474, -8.29144089e-05, 12.2136724]","[0.450122498, -5.60566443e-06, 5.33751716]","[0.714966579, -4.46000526e-05, 7.6180956]","[0.612032564, -6.9989156e-05, 6.85835315]","[0.9527782645721445, 0.9544042472434214, 0.8890625739131819]","[0.9700018373553679, 0.9507264271137583, 0.8491070868572423]"
0.8435285958600635,0.8086468762355569,2160105,"[0.677941932, -0.000528571753, 8.88858347]","[0.530099111, 8.42175901e-05, 4.60234079]","[0.661705259, -0.000763785371, 8.03963968]","[0.64180534, 8.63024057e-05, 4.85547903]","[0.9620843717339275, 0.9675790759023164, 0.9132829096384939]","[0.9607140153777122, 0.9720437574865638, 0.8830829612796882]"
0.8608396209518093,0.8104218382817258,2160700,"[0.646026184, -0.000733412303, 9.33540256]","[0.511920782, 0.000241583223, 4.94768102]","[0.639955475, -0.0013179656, 8.58048406]","[0.611564307, 0.000261179899, 5.1705921]","[0.9607895609632591, 0.9660931696653231, 0.9105739228291829]","[0.9576132679367075, 0.9647550285123578, 0.8769411994976403]"
0.891098449019314,0.8383737785017396,2163001,"[0.571988048, -0.00123522672, 11.9740094]","[0.395959168, 0.000316554382, 5.61525733]","[0.587616232, -0.00192082325, 10.1343645]","[0.552368861, -0.000478641104, 6.80627999]","[0.9536301304965451, 0.9567523042194217, 0.8855875801050158]","[0.9725834531884747, 0.9576743711314587, 0.8229592622384164]"
0.7269965488997647,0.5583025905189466,2168504,"[-0.124576005, 5.34899567e-06, 18.6398401]","[0.0130767263, -0.000196516955, 10.8312957]","[0.135930824, -0.000248804598, 10.0545529]","[0.10441112, 2.40488209e-05, 14.3131545]","[0.16577911212456564, 0.8524837704711509, 0.3999365794995875]","[0.7978770682454577, 0.8876654825154691, 0.8241957366235844]"
0.7991691476582681,0.6077832731112647,2169000,"[0.0933970772, -0.000366486411, 16.6552251]","[0.161377966, -0.000145772603, 9.68188818]","[0.235721053, -0.000598565813, 10.8283706]","[0.247137844, 0.000104768699, 12.1173326]","[0.7046824910841458, 0.9090978422056047, 0.552581338509738]","[0.880003977518961, 0.9526217097971739, 0.8473279151847406]"
0.9114887524172371,0.8606845126481824,3597860,"[0.336729424, -0.00800952102, 18.4066092]","[0.35662078, 0.00589702, 4.23388769]","[0.5800514, -0.01263884, 12.12401366]","[0.539221462, 0.000264231758, 7.94681513]","[0.9375592183031748, 0.9376095507144618, 0.891310619719935]","[0.9571656761311383, 0.9598607853901853, 0.8368516906458987]"
0.8692388501241319,0.7976355358931028,7227500,"[0.21760487, 1.02124023e-06, 17.7013553]","[0.493761173, -0.00281724459, 4.76655171]","[0.595757372, 0.00242740713, 7.85594687]","[0.660068918, 0.000833605592, 4.42422994]","[0.9548619263397187, 0.9415181078070864, 0.84959110616759]","[0.9698960683260551, 0.8627407491648783, 0.7439114161807965]"
0.7733985350312184,0.6376891438309946,7312500,"[0.608035872, -4.53467896e-05, 11.2460156]","[0.634422092, -0.00133410306, 5.04297221]","[0.620909995, -0.00191901129, 10.0728254]","[0.71213877, 0.00983701, 4.38148182]","[0.9579351755614911, 0.9642630840421079, 0.8114966962372576]","[0.9612683113203825, 0.9536809113278324, 0.840660048274776]"
0.9214286714083793,0.8577538596323795,8049500,"[0.460668568, -0.000285742397, 16.1887835]","[0.376591488, -0.000422548416, 10.802651]","[0.528913032, -0.000548569794, 12.319954]","[0.535540653, -0.000136962545, 10.8283685]","[0.9633435545133552, 0.9636172990237348, 0.852892971834567]","[0.9563099070466337, 0.9354312805617535, 0.8799497185338784]"
0.9049706676122412,0.8237935561855727,8062500,"[0.497731427, -0.00016563139, 15.6487185]","[0.370187052, -0.000124464307, 10.2239958]","[0.546031679, -0.000248395942, 12.3542014]","[0.513473871, 2.25013266e-06, 10.3845695]","[0.9525569029922152, 0.9496565343307937, 0.7790285173802417]","[0.9572101796612166, 0.9453250185473483, 0.8476884823914934]"
0.8831228212629709,0.7709052846191984,8065350,"[0.577277238, -0.000182483066, 13.9912845]","[0.403543985, -4.35605599e-05, 8.40162299]","[0.580461451, -0.000181700726, 11.9644411]","[0.524142891, 1.94624156e-05, 9.26387951]","[0.9420639177072072, 0.9373751589590169, 0.6880468443909549]","[0.9544122756223703, 0.9336022280651233, 0.7656788884831004]"
0.8528209616276414,0.7846808476610547,8068500,"[0.641194924, -0.0002576198, 11.1652761]","[0.515622583, -0.000741363885, 8.73330113]","[0.663744104, -0.000521004943, 10.025451]","[0.59234851, 7.91304121e-05, 8.6640174]","[0.9525491835353275, 0.9423819224457901, 0.9051805766723937]","[0.9705551319470663, 0.9412974149940018, 0.8997708195521509]"
0.8390177565698339,0.7483305500623265,8070200,"[0.629407803, -0.000392799612, 10.1611367]","[0.471728975, -0.000173452104, 7.98767462]","[0.657609928, -0.00168108814, 8.66549517]","[0.519262069, -0.000411017131, 8.56990784]","[0.9524302463789477, 0.9417511239289923, 0.8809772614849579]","[0.9724189111093218, 0.9372803883735957, 0.9075484075006244]"
0.713282991188519,0.3194764973752955,8123850,"[0.372339948, -0.000614152775, 16.3472398]","[0.57887961, -0.0079551, 5.87533047]","[0.495035004, -0.000786788737, 11.9036323]","[0.685892901, 0.000863685385, 5.60470715]","[0.9492451581369917, 0.9398387290660951, 0.8814838917190462]","[0.9566597021718045, 0.8835828366461974, 0.8068460030825751]"
0.8803342462796284,0.8263013956174199,8181500,"[0.477391528, -0.00134303417, 15.7108651]","[0.35261401, -0.00451726129, 14.2602169]","[0.508081312, -0.000510793957, 13.363323]","[0.447382642, -0.00151162766, 13.8474308]","[0.9485127142989377, 0.9373139865558452, 0.9199372429570285]","[0.9625183626292936, 0.9409982537063154, 0.9561351147984979]"
0.8652606339735811,0.8269762816645063,8181800,"[0.484739234, -0.000568708883, 16.2174629]","[0.348795383, -0.00138252943, 14.887173]","[0.518070598, -0.00031569135, 13.8244723]","[0.456281039, -0.000334526187, 14.3886336]","[0.9511282294814479, 0.9494158544886888, 0.9226826892418505]","[0.9688187505206755, 0.9400163597356921, 0.9427905189642054]"
0.9431566043846348,0.9221433921828004,9302000,"[0.651686532, -0.000822244907, 7.87864757]","[0.323951712, -0.0016361494, 3.52383795]","[0.652988138, -0.000857085773, 7.05818514]","[0.521652101, -0.000109307586, 4.53466515]","[0.9637709726347987, 0.9665746757039599, 0.9270760284447568]","[0.9435813804713787, 0.9456909194547374, 0.8951270034945177]"
0.8750282779893451,0.874006735401453,9406000,"[0.634616833, 0.00419045137, 5.06544094]","[0.489931115, 0.000530405902, 3.53606603]","[0.578175713, -0.00504112927, 6.15517759]","[0.548406945, -0.000338129155, 3.73298825]","[0.9584026618267223, 0.9749052568149227, 0.9376356000067332]","[0.9756850061029633, 0.9474621951092919, 0.9197029148848782]"
0.8956865480301557,0.8972498763431659,10129900,"[0.3735651, 0.1483995, 9.8322784]","[0.10958008, -0.19358568, 6.23796911]","[0.57611718, 0.01000692, 6.17037783]","[0.26255323, -0.6039711, 9.31832168]","[0.7360609866552095, 0.9194774105920245, 0.8484762221261987]","[0.6421065080636722, 0.835983775284923, 0.7783728421214476]"
0.9363622129092404,0.9114828481710072,10133800,"[0.48878195, -0.03140671, 9.31591341]","[0.17029564, 0.00301393833, 3.40028507]","[0.513492135, -0.00591668718, 6.5311935]","[0.38120975, -0.06786033, 6.15010487]","[0.9698115485106062, 0.9582765672374585, 0.9430859311589781]","[0.9644247709469863, 0.9427623528594576, 0.9317430575689999]"
0.8939492381184792,0.863076446397524,2011400,"[0.634062084, -0.00843682162, 9.67397817]","[0.401385957, 0.00204506187, 3.708647]","[0.633830168, -0.00325159226, 7.2338753]","[0.62061846, 0.00149178929, 4.30234561]","[0.9683041877491874, 0.9649492179344411, 0.9193968921293025]","[0.9748396806996307, 0.9659646980642644, 0.8758466495348658]"
0.9074421320801398,0.880260352682295,2011500,"[0.5995495, -0.00200891332, 10.3439413]","[0.287637973, 0.000597931886, 4.58968159]","[0.688214545, -0.00274007929, 5.96547835]","[0.578580122, 0.00281334056, 5.62064535]","[0.967884456182851, 0.9640680172773107, 0.9181871835140979]","[0.9587723446492642, 0.9731891104839707, 0.9181669807052482]"
0.8743027714077436,0.7845233666660708,2011800,"[-0.00182837554, -0.000377047861, 15.1467538]","[0.0842849582, 0.000106093188, 5.02137938]","[0.308018886, -0.00113428883, 7.57611394]","[0.30508997, -0.000764756778, 10.2713309]","[0.8519123492658931, 0.8673696884596533, 0.8397660219250662]","[0.8345314683543653, 0.8906950720387935, 0.8954075944733435]"
0.908303598992216,0.8671732248378855,2035000,"[0.670025993, -0.000277830824, 11.8357947]","[0.444107824, 4.04107709e-05, 4.28778605]","[0.662084816, -0.000206293039, 10.0184627]","[0.683524127, -2.95044857e-05, 5.64350882]","[0.9603268045453663, 0.9615018406041428, 0.898643256911891]","[0.9792294026761553, 0.9645116402804123, 0.8362338971961287]"
0.8196602130510944,0.8297642812916699,12116500,"[0.109081914, -0.00405377962, 13.6953615]","[0.170642543, -9.77305537e-05, 2.77846792]","[0.41818649, -0.00085234652, 5.00434689]","[0.567854105, -0.00180549905, 5.66889409]","[0.9135953193131174, 0.9141171489978127, 0.8381665825176791]","[0.94940873649993, 0.855543132887632, 0.7693064858332854]"
0.912736895348969,0.8308537905567293,12117600,"[0.15555993, 0.000866785441, 9.37325235]","[0.172668122, -0.000722789092, 5.83349723]","[0.3391796, -0.000953008613, 6.48435738]","[0.37956972, -0.00127985718, 6.60179]","[0.9176779974952335, 0.9562096392288324, 0.8969851645019311]","[0.8703967630380405, 0.8913678087310848, 0.931266310266291]"
0.9204417406124724,0.8782459725860019,12119000,"[0.359490993, -0.00227513178, 8.7901406]","[0.277495741, -0.000427613141, 5.33577942]","[0.381436754, -0.00119394439, 7.0203703]","[0.449612137, -0.000935664503, 5.84628805]","[0.9497162485310544, 0.9684817619140786, 0.9048187591428922]","[0.9451588283883222, 0.91837541294744, 0.8870686328671992]"
0.9213383214109668,0.881988876244313,12147500,"[0.181648453, -0.000820501057, 8.2964069]","[0.192113331, -0.00038047645, 4.74752011]","[0.268498272, -0.00194573379, 5.7271758]","[0.342087264, -0.000374064552, 4.97602993]","[0.8974229001937574, 0.9549015364652887, 0.8960224644330985]","[0.9173616619745251, 0.924228291931225, 0.8943413400977333]"
0.8264016701240132,0.7972179574251368,12147600,"[0.23765232, -0.02293895, 8.20287808]","[0.187375607, -0.000554021044, 1.84842167]","[0.340071205, -0.00148393606, 1.97039837]","[0.404897498, -0.000270616601, 3.08650998]","[0.9391635110845582, 0.935811430157952, 0.8543098858988242]","[0.9424720064503083, 0.9257956508187378, 0.8265328099346109]"
0.8674225596669742,0.7794487651809215,12148000,"[0.12338817, -0.01859381, 10.61986665]","[0.139334489, -0.00135762457, 3.57928253]","[0.328878205, -0.0017633081, 4.50434606]","[0.38093462, -0.00357236981, 5.62219131]","[0.8964674193932405, 0.927601315525813, 0.8748909041737591]","[0.9446393340529794, 0.9002474788036687, 0.8912042422129781]"
0.9008491765935168,0.8287407064726733,12148300,"[0.20570525, -0.01406499, 9.97095828]","[0.22565795, -0.00176816335, 3.84246801]","[0.365176357, -0.00236870161, 4.89164533]","[0.407097254, -0.00115084862, 5.07189376]","[0.9415714649974828, 0.9523600551416793, 0.9212547119932433]","[0.9576726829624402, 0.9446522621196844, 0.9437880285646374]"
0.9070931957190194,0.8822645069777517,1608500,"[0.654575776, -0.00101167029, 11.3188488]","[0.451658533, 0.000196712174, 3.53025805]","[0.675732265, -0.000543690609, 8.8141289]","[0.717166635, 1.41892546e-05, 4.64264505]","[0.9658756861264083, 0.9643660738940368, 0.9237854767013248]","[0.9719584419100331, 0.9623194247465262, 0.8733208142215099]"
0.9346305828449472,0.8902497501378871,5435943,"[0.27482585, 0.02131486, 11.19004447]","[0.22378948, -0.05398868, 8.67600197]","[0.407842034, 0.00487540071, 8.07977224]","[0.3287744, -0.0175904, 9.54537463]","[0.9540203767926863, 0.9686365621461468, 0.9456290024560521]","[0.896104771385265, 0.8980728117961427, 0.92041388562822]"
0.879304693472332,0.8716291209229342,6036905,"[0.530896419, -0.00796031763, 16.6843496]","[0.333945773, 0.000998893048, 12.2358436]","[0.480505768, -0.0107219512, 17.9640666]","[0.405990971, -0.000499010463, 12.9431878]","[0.9313100011003769, 0.9559778082561536, 0.9037361647654374]","[0.9290235384087622, 0.9534027506550292, 0.9111291163055406]"
0.6673649586791371,0.4327549919663422,9217000,"[0.539841072, -0.000111351433, 9.24073733]","[0.0835438104, 0.00126608731, 3.01775565]","[0.636192854, 5.19455324e-05, 6.099397]","[0.436588312, 0.00204645271, 3.01563412]","[0.9557202707415487, 0.9613409701873448, 0.8696513896757702]","[0.9610420501151081, 0.9098008966077208, 0.7522410449237545]"
